,Date,MinTemp,MaxTemp,Rainfall_mm,Pressure9am,Cloud9am,Temp9am
2497,2015-12-31,17.3,36.6,0.0,1016.3,6.0,23.2
2498,2016-01-01,20.4,37.6,0.0,1013.4,7.0,26.1
2499,2016-01-02,20.9,33.6,0.4,1011.1,8.0,24.8
2500,2016-01-03,18.4,23.1,2.2,1014.0,8.0,21.8
2501,2016-01-04,17.3,23.7,15.6,1017.9,8.0,19.2
2502,2016-01-05,15.5,22.9,6.8,1016.3,8.0,17.2
2503,2016-01-06,17.0,28.1,0.2,1014.6,8.0,20.3
2504,2016-01-07,16.4,28.0,0.0,1017.4,,20.9
2505,2016-01-08,14.3,31.7,0.0,1019.6,,19.4
2506,2016-01-09,16.7,35.0,0.0,1018.6,,24.2
2507,2016-01-10,17.8,37.0,0.0,1016.6,,26.2
2508,2016-01-11,17.7,39.2,0.0,1011.6,,26.0
2509,2016-01-12,20.6,38.9,0.0,1010.8,1.0,28.1
2510,2016-01-13,20.2,43.0,0.0,1013.8,,27.9
2511,2016-01-14,26.8,30.2,0.0,1010.5,8.0,27.2
2512,2016-01-15,10.4,25.2,0.0,1026.1,,15.9
2513,2016-01-16,10.7,29.4,0.0,1027.4,,17.8
2514,2016-01-17,14.5,30.6,0.0,1024.2,,20.5
2515,2016-01-18,14.4,33.5,0.0,1019.2,,22.5
2516,2016-01-19,16.1,40.0,0.0,1015.5,,24.3
2517,2016-01-20,23.4,33.9,0.0,1010.1,8.0,30.2
2518,2016-01-21,20.4,38.0,0.0,1009.0,8.0,24.8
2519,2016-01-22,22.8,28.1,0.0,1008.8,7.0,24.2
2520,2016-01-23,17.0,31.3,12.6,1009.2,,22.1
2521,2016-01-24,16.6,33.2,0.0,1011.3,,22.4
2522,2016-01-25,18.1,32.8,0.0,1012.1,,24.0
2523,2016-01-26,18.7,34.2,0.0,1015.7,,23.3
2524,2016-01-27,18.5,25.7,19.4,1014.9,8.0,18.9
2525,2016-01-28,17.7,31.7,4.2,1008.1,7.0,20.8
2526,2016-01-29,17.1,24.2,0.0,1000.7,7.0,20.7
2527,2016-01-30,10.0,28.1,0.0,1005.2,,16.0
2528,2016-01-31,13.8,24.2,7.0,1003.9,8.0,16.9
2529,2016-02-01,13.0,26.1,28.6,1004.2,8.0,14.7
2530,2016-02-02,14.4,29.7,0.2,1006.2,,20.7
2531,2016-02-03,19.8,25.8,0.0,1002.8,7.0,22.4
2532,2016-02-04,16.5,29.8,0.4,1014.0,,20.0
2533,2016-02-05,14.2,29.9,0.0,1018.3,,20.0
2534,2016-02-06,14.6,30.3,0.0,1017.9,,20.3
2535,2016-02-07,15.2,32.8,0.0,1017.9,,21.0
2536,2016-02-08,18.0,35.2,0.0,1019.0,,24.2
2537,2016-02-09,18.8,35.0,0.0,1019.0,,24.8
2538,2016-02-10,15.7,35.0,0.0,1014.2,,22.6
2539,2016-02-11,17.3,35.2,0.0,1013.1,,23.3
2540,2016-02-12,17.3,34.9,0.0,1014.9,,22.9
2541,2016-02-13,16.9,37.7,0.0,1011.7,,22.7
2542,2016-02-14,22.3,30.3,0.0,1008.9,6.0,23.4
2543,2016-02-15,13.8,28.9,0.0,1012.0,,20.1
2544,2016-02-16,15.2,26.3,0.0,1010.9,,19.4
2545,2016-02-17,10.5,26.7,0.0,1013.6,,16.0
2546,2016-02-18,12.7,30.5,0.0,1009.8,,18.5
2547,2016-02-19,13.9,32.9,0.0,1011.4,,19.9
2548,2016-02-20,15.2,31.2,0.0,1017.2,,20.7
2549,2016-02-21,13.6,34.4,0.0,1023.6,,19.8
2550,2016-02-22,15.2,35.4,0.0,1023.9,,21.8
2551,2016-02-23,20.1,39.5,0.0,1017.7,,26.5
2552,2016-02-24,22.5,40.9,0.0,1012.2,4.0,28.3
2553,2016-02-25,22.4,36.4,0.0,1009.6,8.0,28.3
2554,2016-02-26,14.9,31.2,0.2,1015.8,,21.5
2555,2016-02-27,14.7,33.1,0.0,1018.7,,20.9
2556,2016-02-28,16.2,33.4,0.0,1018.0,,22.1
2557,2016-02-29,15.4,32.3,0.0,1019.5,,21.6
2558,2016-03-01,14.7,35.1,0.0,1019.5,,20.8
2559,2016-03-02,16.8,37.2,0.0,1018.1,8.0,23.9
2560,2016-03-03,16.7,35.0,0.0,1019.4,7.0,25.3
2561,2016-03-04,15.9,37.0,0.0,1020.0,,23.0
2562,2016-03-05,20.3,38.5,0.0,1019.3,,25.9
2563,2016-03-06,20.5,37.1,0.0,1019.8,8.0,25.7
2564,2016-03-07,17.4,38.5,0.2,1019.7,,24.8
2565,2016-03-08,20.1,38.3,0.0,1020.1,,25.6
2566,2016-03-09,18.7,38.3,0.0,1018.9,1.0,25.7
2567,2016-03-10,24.6,36.8,0.0,1018.9,8.0,26.1
2568,2016-03-11,20.0,32.3,0.6,1017.5,2.0,24.5
2569,2016-03-12,20.0,34.0,6.6,1019.0,8.0,23.1
2570,2016-03-13,19.4,35.2,0.2,1018.6,,22.7
2571,2016-03-14,18.0,35.1,0.0,1016.8,,22.5
2572,2016-03-15,20.4,31.8,0.0,1018.0,,23.2
2573,2016-03-16,19.2,30.8,0.0,1019.2,7.0,20.8
2574,2016-03-17,16.0,31.1,0.4,1015.5,,20.5
2575,2016-03-18,19.8,21.1,10.4,996.0,,20.0
2576,2016-03-19,9.5,21.1,10.4,1013.7,,12.9
2577,2016-03-20,12.7,24.2,0.0,1018.2,6.0,15.3
2578,2016-03-21,12.4,25.2,0.0,1019.7,,16.6
2579,2016-03-22,11.0,26.5,0.0,1019.4,,15.8
2580,2016-03-23,10.0,27.1,0.0,1018.6,,14.2
2581,2016-03-24,14.2,25.1,0.0,1020.3,5.0,17.8
2582,2016-03-25,15.5,28.4,0.2,1018.7,2.0,16.6
2583,2016-03-26,8.9,26.4,0.0,1018.4,,13.4
2584,2016-03-27,10.0,27.4,0.0,1018.2,,14.5
2585,2016-03-28,11.7,27.8,0.0,1017.4,6.0,15.3
2586,2016-03-29,13.8,26.2,0.0,1017.7,6.0,16.0
2587,2016-03-30,11.8,20.4,0.8,1017.5,,15.9
2588,2016-03-31,9.5,25.5,0.0,1018.9,,13.0
2589,2016-04-01,9.2,27.0,0.0,1018.1,,13.0
2590,2016-04-02,8.6,30.0,0.0,1017.7,,12.6
2591,2016-04-03,7.6,26.5,0.0,1023.6,,17.9
2592,2016-04-04,9.7,28.8,0.0,1022.2,,17.3
2593,2016-04-05,10.5,31.8,0.0,1017.0,,18.8
2594,2016-04-06,7.9,26.4,0.0,1014.5,,17.7
2595,2016-04-07,5.3,22.5,0.0,1024.1,,12.0
2596,2016-04-08,11.4,19.7,0.0,1023.0,5.0,13.7
2597,2016-04-09,4.8,23.1,0.4,1023.7,,12.9
2598,2016-04-10,6.1,24.0,0.0,1021.9,,13.7
2599,2016-04-11,8.7,24.9,0.0,1020.6,,14.4
2600,2016-04-12,8.4,24.7,0.0,1022.9,,15.4
2601,2016-04-13,8.9,27.2,0.0,1027.0,,16.2
2602,2016-04-14,10.0,28.7,0.0,1028.5,,16.9
2603,2016-04-15,11.0,27.6,0.0,1024.9,,15.7
2604,2016-04-16,12.9,28.5,0.0,1020.4,,17.4
2605,2016-04-17,11.7,25.4,0.0,1021.7,,17.1
2606,2016-04-18,10.6,25.7,3.8,1021.8,1.0,16.5
2607,2016-04-19,9.5,26.1,0.0,1022.3,,16.4
2608,2016-04-20,8.8,27.0,0.0,1024.4,,15.7
2609,2016-04-21,9.8,22.4,0.0,1022.7,,17.4
2610,2016-04-22,12.8,23.6,3.6,1022.6,8.0,16.5
2611,2016-04-23,9.4,22.7,0.0,1027.4,,14.5
2612,2016-04-24,7.1,24.9,0.0,1031.4,,13.1
2613,2016-04-25,6.7,24.3,0.0,1032.4,,14.6
2614,2016-04-26,6.1,25.4,0.0,1030.5,,14.2
2615,2016-04-27,6.4,26.6,0.0,1026.6,,14.0
2616,2016-04-28,11.7,28.5,0.0,1022.9,8.0,15.7
2617,2016-04-29,12.1,26.9,0.0,1019.2,1.0,17.3
2618,2016-04-30,16.8,23.4,8.6,1018.1,8.0,17.9
2619,2016-05-01,13.2,20.0,4.0,1012.1,3.0,16.7
2620,2016-05-02,3.8,16.9,0.0,1017.8,5.0,9.7
2621,2016-05-03,6.6,22.2,0.0,1011.4,5.0,13.5
2622,2016-05-04,11.0,17.5,2.4,1017.2,,12.5
2623,2016-05-05,10.5,20.3,0.0,1021.5,8.0,12.7
2624,2016-05-06,6.7,25.2,0.0,1020.6,,13.5
2625,2016-05-07,7.9,24.0,0.0,1021.1,,14.4
2626,2016-05-08,13.9,18.2,13.2,1014.6,7.0,14.7
2627,2016-05-09,14.7,18.3,46.0,1003.4,8.0,17.9
2628,2016-05-10,13.4,17.3,13.4,1005.2,8.0,14.8
2629,2016-05-11,9.3,15.8,2.2,1017.6,7.0,11.0
2630,2016-05-12,10.8,17.2,2.0,1016.3,8.0,14.4
2631,2016-05-13,13.6,20.2,0.2,1024.0,8.0,15.9
2632,2016-05-14,8.7,20.3,0.0,1025.5,6.0,12.6
2633,2016-05-15,9.5,22.1,0.0,1017.7,,15.3
2634,2016-05-16,6.3,20.4,0.0,1021.5,8.0,10.0
2635,2016-05-17,9.1,18.3,4.8,1019.3,,14.2
2636,2016-05-18,8.0,17.3,0.0,1020.6,4.0,12.6
2637,2016-05-19,8.3,17.3,0.0,1019.7,8.0,12.1
2638,2016-05-20,12.1,18.5,0.0,1022.7,5.0,15.1
2639,2016-05-21,4.7,17.9,0.0,1027.1,,9.4
2640,2016-05-22,5.3,21.8,0.0,1023.7,,11.9
2641,2016-05-23,10.4,15.8,3.0,1018.6,8.0,13.5
2642,2016-05-24,8.2,16.2,0.0,1021.5,5.0,10.4
2643,2016-05-25,2.5,14.8,0.0,1019.5,8.0,7.0
2644,2016-05-26,6.9,14.1,15.2,1005.0,8.0,10.5
2645,2016-05-27,4.8,14.0,1.2,1008.5,,8.0
2646,2016-05-28,3.8,14.4,0.0,1008.9,8.0,8.2
2647,2016-05-29,0.5,14.1,0.2,1020.0,8.0,5.2
2648,2016-05-30,3.6,14.1,0.0,1027.6,,6.2
2649,2016-05-31,1.8,15.9,0.0,1031.1,,6.6
2650,2016-06-01,3.2,17.3,0.0,1029.2,,8.0
2651,2016-06-02,3.3,18.1,0.0,1027.9,,8.4
2652,2016-06-03,4.7,13.6,0.0,1025.0,8.0,10.4
2653,2016-06-04,9.8,14.9,11.6,1015.2,8.0,11.6
2654,2016-06-05,10.8,14.6,11.6,1006.9,8.0,12.9
2655,2016-06-06,7.2,12.3,1.2,1004.9,8.0,9.0
2656,2016-06-07,9.0,12.6,3.6,1004.3,8.0,9.8
2657,2016-06-08,9.8,14.6,1.8,1013.1,8.0,11.4
2658,2016-06-09,11.4,15.7,7.2,1005.5,8.0,14.2
2659,2016-06-10,10.5,13.8,3.0,1020.0,8.0,10.9
2660,2016-06-11,9.6,13.0,1.2,1025.0,,10.7
2661,2016-06-12,0.4,12.7,0.0,1037.5,,4.9
2662,2016-06-13,-0.6,13.8,0.2,1039.9,,4.0
2663,2016-06-14,0.9,15.2,0.0,1038.2,1.0,6.6
2664,2016-06-15,0.9,11.4,0.2,1034.8,8.0,3.5
2665,2016-06-16,0.0,12.9,0.0,1026.0,,4.1
2666,2016-06-17,4.1,15.9,7.6,1014.7,8.0,12.9
2667,2016-06-18,9.0,17.6,0.2,1018.0,7.0,10.2
2668,2016-06-19,8.1,14.3,0.2,1017.7,,10.0
2669,2016-06-20,10.0,16.6,14.4,1000.1,8.0,11.9
2670,2016-06-21,8.8,11.6,1.4,1004.9,7.0,10.4
2671,2016-06-22,9.1,13.7,12.6,1005.9,8.0,10.6
2672,2016-06-23,9.0,13.2,0.2,1010.3,7.0,10.4
2673,2016-06-24,6.6,8.2,4.0,1004.8,8.0,7.0
2674,2016-06-25,-0.8,10.5,2.6,1022.9,,2.8
2675,2016-06-26,-1.3,7.5,0.0,1023.4,8.0,2.3
2676,2016-06-27,2.1,10.6,0.2,1019.5,8.0,2.5
2677,2016-06-28,2.5,11.8,0.2,1026.9,8.0,6.2
2678,2016-06-29,6.2,13.5,0.8,1029.8,8.0,9.5
2679,2016-06-30,3.0,11.2,0.0,1019.3,8.0,8.5
2680,2016-07-01,5.2,11.4,11.4,1019.0,8.0,7.3
2681,2016-07-02,7.2,12.5,0.4,1027.7,8.0,9.3
2682,2016-07-03,7.9,12.7,0.2,1027.5,8.0,9.7
2683,2016-07-04,8.2,11.7,0.2,1021.1,8.0,9.0
2684,2016-07-05,6.7,10.6,1.0,1011.2,8.0,7.8
2685,2016-07-06,7.2,15.4,7.6,1010.3,,10.6
2686,2016-07-07,4.0,16.5,0.0,1020.7,,8.3
2687,2016-07-08,6.5,11.8,0.2,1022.7,8.0,9.2
2688,2016-07-09,7.0,15.8,2.0,1025.5,8.0,9.0
2689,2016-07-10,6.2,14.0,0.0,1023.8,3.0,9.1
2690,2016-07-11,9.1,16.2,16.6,1009.3,8.0,12.8
2691,2016-07-12,8.6,12.9,0.4,1007.3,8.0,9.3
2692,2016-07-13,3.6,9.5,9.6,1019.3,8.0,4.3
2693,2016-07-14,-0.3,10.8,0.2,1032.6,8.0,4.4
2694,2016-07-15,4.4,12.8,0.0,1032.9,6.0,8.4
2695,2016-07-16,-0.4,14.0,0.2,1033.9,,4.5
2696,2016-07-17,0.4,16.5,0.0,1031.6,,6.1
2697,2016-07-18,2.1,13.4,0.0,1026.2,,7.3
2698,2016-07-19,7.3,15.2,5.0,1023.3,8.0,10.9
2699,2016-07-20,8.5,17.3,0.0,1020.9,7.0,10.7
2700,2016-07-21,6.2,16.8,0.4,1020.1,8.0,10.0
2701,2016-07-22,9.9,18.2,6.8,1003.6,8.0,16.8
2702,2016-07-23,7.1,10.8,24.2,1005.2,8.0,8.5
2703,2016-07-24,-0.2,10.1,0.6,1015.5,,4.7
2704,2016-07-25,4.7,11.5,12.0,1013.5,8.0,7.7
2705,2016-07-26,4.5,11.3,4.0,1017.4,6.0,6.9
2706,2016-07-27,6.9,12.6,10.6,1013.7,5.0,9.5
2707,2016-07-28,5.9,10.8,0.0,1027.6,7.0,8.1
2708,2016-07-29,7.7,12.2,0.8,1025.8,8.0,9.1
2709,2016-07-30,8.3,12.1,0.2,1024.4,8.0,9.7
2710,2016-07-31,8.0,14.3,2.2,1019.4,8.0,9.7
2711,2016-08-01,9.6,11.8,3.8,1017.0,8.0,10.6
2712,2016-08-02,8.3,13.7,21.0,1016.2,2.0,8.6
2713,2016-08-03,-0.2,15.4,0.0,1023.0,,5.6
2714,2016-08-04,1.4,15.1,0.2,1029.0,,7.6
2715,2016-08-05,0.5,15.3,0.0,1033.5,,7.2
2716,2016-08-06,1.2,13.0,0.0,1030.3,,4.0
2717,2016-08-07,0.7,15.6,0.2,1027.9,7.0,5.5
2718,2016-08-08,1.4,15.1,0.0,1026.7,2.0,6.0
2719,2016-08-09,1.8,17.2,0.0,1022.0,1.0,7.8
2720,2016-08-10,7.4,15.0,2.6,1015.7,7.0,11.2
2721,2016-08-11,4.7,13.4,0.2,1021.1,,8.5
2722,2016-08-12,0.7,11.6,0.0,1025.6,1.0,4.7
2723,2016-08-13,4.7,15.4,0.6,1024.2,1.0,9.7
2724,2016-08-14,4.7,16.6,0.2,1029.6,,10.0
2725,2016-08-15,2.2,16.8,0.0,1033.0,8.0,6.5
2726,2016-08-16,1.7,18.5,0.0,1030.9,,8.6
2727,2016-08-17,6.0,18.0,0.0,1024.8,1.0,10.6
2728,2016-08-18,4.0,19.6,0.0,1023.8,,9.3
2729,2016-08-19,9.3,16.4,0.0,1012.9,8.0,15.0
2730,2016-08-20,5.3,12.0,11.0,1016.1,8.0,7.1
2731,2016-08-21,5.4,15.4,1.0,1020.1,8.0,9.3
2732,2016-08-22,8.4,13.9,0.2,1016.8,5.0,9.5
2733,2016-08-23,4.2,15.7,11.0,1016.1,,8.3
2734,2016-08-24,2.6,12.2,0.0,1014.8,,8.4
2735,2016-08-25,3.3,14.1,0.2,1013.2,6.0,7.7
2736,2016-08-26,0.2,13.6,0.0,1022.9,8.0,4.0
2737,2016-08-27,0.7,13.5,0.2,1025.3,,7.0
2738,2016-08-28,2.1,16.9,0.0,1024.8,7.0,8.5
2739,2016-08-29,3.4,18.2,0.0,1027.6,6.0,10.0
2740,2016-08-30,7.8,15.3,0.0,1024.7,3.0,10.6
2741,2016-08-31,10.6,18.4,22.0,1015.9,7.0,13.9
2742,2016-09-01,8.5,16.7,0.4,1020.0,8.0,12.3
2743,2016-09-02,6.1,13.9,0.2,1012.1,,10.1
2744,2016-09-03,9.6,16.6,33.6,1003.4,6.0,11.4
2745,2016-09-04,7.7,15.1,0.6,1023.7,8.0,10.8
2746,2016-09-05,4.4,15.9,0.0,1031.3,8.0,10.4
2747,2016-09-06,4.4,18.1,0.0,1030.7,8.0,9.2
2748,2016-09-07,5.5,20.5,0.0,1031.2,,12.1
2749,2016-09-08,8.1,20.3,0.0,1027.2,8.0,12.6
2750,2016-09-09,12.6,17.8,4.0,1014.8,8.0,15.1
2751,2016-09-10,11.2,17.7,17.0,1012.4,8.0,12.2
2752,2016-09-11,3.7,14.9,0.2,1021.0,,10.7
2753,2016-09-12,5.1,17.8,0.0,1022.3,,11.7
2754,2016-09-13,6.9,19.7,0.0,1020.6,8.0,12.6
2755,2016-09-14,12.4,16.2,8.6,1009.5,7.0,14.1
2756,2016-09-15,8.3,13.6,10.8,1008.5,8.0,10.0
2757,2016-09-16,9.4,16.1,0.4,1018.7,8.0,11.7
2758,2016-09-17,4.4,18.2,0.6,1022.6,,9.7
2759,2016-09-18,7.1,13.8,1.2,1010.7,7.0,10.7
2760,2016-09-19,7.4,15.9,7.4,1013.2,8.0,10.5
2761,2016-09-20,5.3,14.9,0.0,1018.1,,11.8
2762,2016-09-21,9.8,16.2,12.8,1009.3,8.0,11.3
2763,2016-09-22,9.3,18.8,0.0,1012.3,,13.2
2764,2016-09-23,4.9,20.5,0.0,1015.8,,13.3
2765,2016-09-24,8.3,20.5,0.0,1012.3,6.0,14.1
2766,2016-09-25,11.0,17.5,3.0,1008.9,8.0,12.4
2767,2016-09-26,4.8,15.9,0.0,1014.8,6.0,10.6
2768,2016-09-27,7.1,15.2,2.8,1012.9,8.0,9.7
2769,2016-09-28,5.3,17.9,1.8,1014.6,,13.1
2770,2016-09-29,11.1,14.8,20.6,993.7,8.0,11.8
2771,2016-09-30,8.4,13.7,16.2,992.9,8.0,9.8
2772,2016-10-01,9.2,14.9,9.0,1006.2,8.0,11.0
2773,2016-10-02,5.9,21.7,0.8,1012.3,,11.8
2774,2016-10-03,10.8,15.1,12.4,1000.3,1.0,11.8
2775,2016-10-04,8.3,15.0,8.6,1006.9,8.0,9.2
2776,2016-10-05,3.5,15.7,7.8,1018.3,2.0,8.6
2777,2016-10-06,7.0,21.6,0.0,1021.4,,13.6
2778,2016-10-07,9.0,23.8,0.0,1019.6,,15.4
2779,2016-10-08,11.8,22.1,0.0,1016.6,,14.5
2780,2016-10-09,8.3,20.9,0.0,1019.1,,11.5
2781,2016-10-10,9.6,14.8,6.6,1012.2,8.0,9.9
2782,2016-10-11,5.7,14.8,0.6,1017.3,,7.6
2783,2016-10-12,5.3,16.7,0.2,1017.9,5.0,11.6
2784,2016-10-13,6.9,18.5,0.2,1023.1,,11.0
2785,2016-10-14,4.2,20.7,0.0,1026.0,,11.0
2786,2016-10-15,5.7,22.4,0.0,1022.4,,12.7
2787,2016-10-16,11.8,24.9,0.0,1008.7,,19.1
2788,2016-10-17,9.7,17.6,9.6,1008.7,8.0,10.8
2789,2016-10-18,10.1,16.4,0.8,1012.8,8.0,11.3
2790,2016-10-19,4.7,16.2,2.6,1020.6,,10.0
2791,2016-10-20,3.6,19.4,0.2,1023.4,,10.1
2792,2016-10-21,7.4,23.7,0.0,1015.8,,13.3
2793,2016-10-22,6.4,16.2,1.0,1014.2,8.0,9.5
2794,2016-10-23,3.3,17.6,0.0,1022.7,,10.8
2795,2016-10-24,3.6,19.0,0.0,1021.3,,10.8
2796,2016-10-25,5.3,22.9,0.0,1018.6,,13.0
2797,2016-10-26,12.7,24.6,0.0,1013.0,1.0,18.6
2798,2016-10-27,8.2,22.2,0.0,1016.3,,13.0
2799,2016-10-28,7.5,23.3,0.0,1018.7,,14.4
2800,2016-10-29,9.3,25.7,0.0,1018.8,,15.8
2801,2016-10-30,14.7,24.3,0.0,1005.9,1.0,21.9
2802,2016-10-31,5.1,17.0,1.0,1015.9,,9.0
2803,2016-11-01,7.1,18.6,0.0,1014.3,7.0,11.7
2804,2016-11-02,7.6,19.7,0.0,1016.1,,13.2
2805,2016-11-03,6.9,23.0,0.0,1019.4,,15.0
2806,2016-11-04,7.6,28.2,0.0,1015.6,,15.5
2807,2016-11-05,9.6,18.4,0.0,1010.4,8.0,12.1
2808,2016-11-06,7.9,20.9,0.0,1012.4,2.0,12.8
2809,2016-11-07,8.8,29.4,0.0,1010.3,,15.8
2810,2016-11-08,11.6,24.9,0.0,1006.9,2.0,18.1
2811,2016-11-09,9.7,25.9,0.0,1011.5,,17.8
2812,2016-11-10,9.9,24.4,0.0,1009.8,,17.6
2813,2016-11-11,7.7,26.9,0.0,1011.9,,16.0
2814,2016-11-12,14.1,27.1,8.0,1001.3,8.0,17.4
2815,2016-11-13,11.7,16.0,1.8,999.4,8.0,13.0
2816,2016-11-14,11.3,20.9,18.8,1005.9,8.0,13.7
2817,2016-11-15,6.9,22.9,0.8,1017.3,,13.7
2818,2016-11-16,8.9,26.3,0.0,1021.1,,16.8
2819,2016-11-17,11.0,29.3,0.0,1022.0,,18.7
2820,2016-11-18,14.0,29.9,0.0,1016.1,,21.7
2821,2016-11-19,14.8,31.5,0.0,1016.5,,20.2
2822,2016-11-20,14.6,32.0,0.0,1017.9,,22.5
2823,2016-11-21,19.2,36.2,0.8,1015.6,,23.6
2824,2016-11-22,21.6,26.6,0.0,1013.5,4.0,23.9
2825,2016-11-23,14.3,21.6,19.2,1011.8,8.0,14.5
2826,2016-11-24,5.9,21.6,0.2,1016.8,,12.7
2827,2016-11-25,8.2,22.0,0.0,1015.5,,14.7
2828,2016-11-26,7.3,24.5,0.0,1018.1,,14.7
2829,2016-11-27,9.3,28.1,0.0,1016.7,,18.0
2830,2016-11-28,11.4,29.2,0.0,1014.1,,20.6
2831,2016-11-29,10.8,29.4,0.0,1011.8,1.0,18.5
2832,2016-11-30,12.9,32.2,0.0,1007.9,,22.0
2833,2016-12-01,13.7,30.2,0.0,1008.0,,20.5
2834,2016-12-02,12.8,30.8,0.0,1009.3,,20.5
2835,2016-12-03,13.8,31.2,0.0,1013.8,,21.2
2836,2016-12-04,12.8,32.8,0.0,1013.1,,21.6
2837,2016-12-05,19.3,32.8,0.0,1008.5,,25.2
2838,2016-12-06,19.8,26.1,0.0,1011.7,,22.1
2839,2016-12-07,10.0,29.6,0.0,1014.6,,19.5
2840,2016-12-08,11.5,29.7,0.0,1003.3,,21.7
2841,2016-12-09,9.9,21.0,1.0,1012.6,,14.0
2842,2016-12-10,7.5,26.9,0.0,1021.6,,15.9
2843,2016-12-11,10.7,29.8,0.0,1021.2,,19.2
2844,2016-12-12,11.7,33.0,0.0,1020.7,,20.6
2845,2016-12-13,13.4,37.2,0.0,1014.0,,21.7
2846,2016-12-14,20.4,26.9,0.4,1008.2,5.0,23.1
2847,2016-12-15,13.8,29.8,0.0,1013.8,,19.0
2848,2016-12-16,16.0,22.7,5.2,1010.7,5.0,17.3
2849,2016-12-17,17.3,28.5,0.0,1007.2,8.0,21.9
2850,2016-12-18,9.0,26.3,0.0,1019.1,,15.3
2851,2016-12-19,10.3,29.5,0.0,1018.5,,19.6
2852,2016-12-20,13.1,29.6,0.0,1006.6,2.0,17.8
2853,2016-12-21,9.7,28.3,1.2,1013.3,,19.5
2854,2016-12-22,14.1,31.4,0.0,1016.9,,21.3
2855,2016-12-23,15.4,35.3,0.0,1015.9,,24.5
2856,2016-12-24,17.5,34.0,0.0,1013.6,7.0,27.8
2857,2016-12-25,15.9,35.6,1.6,1015.3,,23.8
2858,2016-12-26,17.6,36.5,0.0,1012.0,,28.0
2859,2016-12-27,20.9,31.5,2.0,1012.6,,21.9
2860,2016-12-28,21.9,35.6,0.0,1008.2,,28.1
2861,2016-12-29,22.0,27.7,3.8,1007.4,,22.9
2862,2016-12-30,22.8,32.1,3.2,1002.5,,24.3
2863,2016-12-31,15.9,33.1,4.4,1004.9,,22.6
